diff,label,llama2-Output
+    padding-top:10px;
+    padding-bottom:15px;
+    height:40px;
+    padding-left:60px;
+    font-size:1.2em;
+}
+
+.docnav li.up a strong {
+    background:url(../images/community/docbook/up.png) top left no-repeat;
+    padding-top:10px;
+    padding-bottom:15px;
+    height:40px;
+    padding-left:60px;
+    font-size:1.2em;
+}
+
+.docnav a:link, .docnav a:visited {color:#666 !important;}
+
+.docnav a:hover, .docnav a:focus, .docnav a:active {color:black !important;}
+
+.docnav a {
+    max-width:10em;
+    overflow:hidden;
+}
+
+.docnav a:link strong {text-decoration:none;}
+
+.docnav {
+    margin:0 auto;
+    text-align:center;
+}
+
+.docnav {margin-bottom:16px;}
+
+/* Eclipse Help Navigation */
+
+.navheader {padding-top:35px}
+
+.navheader table {border-style:none}
+
+.navheader a {
+    text-decoration:none;
+    font-weight:normal;
+    font-size:.8em;
+}
+
+.navheader td.next a {
+    background:url(../images/community/docbook/next.png) top right no-repeat;
+    padding-top:10px;
+    padding-bottom:15px;
+    height:40px;
+    padding-right:60px;
+    font-size:0.9em;
+}
+
+.navheader td.previous a {
+    background:url(../images/community/docbook/prev.png) top left no-repeat;
+    padding-top:10px;
+    padding-bottom:15px;
+    height:40px;
+    padding-left:60px;
+    font-size:0.9em;
+}
+
+.navheader a:link, .navheader a:visited {color:#666 !important;}
+
+.navheader a:hover, .navheader a:focus, .navheader a:active {color:black !important;}
+
+.navheader a {
+    max-width:10em;
+    overflow:hidden;
+}
+
+.navheader a:link {text-decoration:none;}
+
+.navfooter table {border-style:none}
+
+.navfooter a {
+    text-decoration:none;
+    font-weight:normal;
+    font-size:.8em;
+}
+
+.navfooter td.next a {
+    background:url(../images/community/docbook/next.png) top right no-repeat;
+    padding-top:10px;
+    padding-bottom:15px;
+    height:40px;
+    padding-right:60px;
+    font-size:0.9em;
+}
+
+.navfooter td.previous a {
+    background:url(../images/community/docbook/prev.png) top left no-repeat;
+    padding-top:10px;
+    padding-bottom:15px;
+    height:40px;
+    padding-left:60px;
+    font-size:0.9em;
+}
+
+.navfooter td.home a {
+    background:url(../images/community/docbook/home.png) top left no-repeat;
+    padding-top:10px;
+    padding-bottom:15px;
+    height:40px;
+    padding-left:60px;
+    font-size:0.9em;
+}
+
+.navfooter td.up a {
+    background:url(../images/community/docbook/up.png) top left no-repeat;
+    padding-top:10px;
+    padding-bottom:15px;
+    height:40px;
+    padding-left:60px;
+    font-size:0.9em;
+}
+
+.navfooter a:link, .navfooter a:visited {color:#666 !important;}
+
+.navfooter a:hover, .navfooter a:focus, .navfooter a:active {color:black !important;}
+
+.navfooter a {
+    max-width:10em;
+    overflow:hidden;
+}
+
+.navfooter a:link {text-decoration:none;}
diff --git a/drools-docs/docbook-style-drools/src/main/css/css/documentation.css b/drools-docs/docbook-style-drools/src/main/css/css/documentation.css
new file mode 100755
index 0000000000..bf8e07fb8a
--- /dev/null
+++ b/drools-docs/docbook-style-drools/src/main/css/css/documentation.css
@@ -0,0 +1,551 @@
+/* Lists */
+
+ol li, ul li {
+    padding-left:.2em;
+    padding-bottom:.5em;
+    margin:0em;
+}
+
+ul {
+    padding-left:1.6em;
+    list-style-image:url(../images/community/dot.png);
+    list-style-type:circle;
+}
+
+ul ul {
+    list-style-image:url(../images/community/dot2.png);
+    list-style-type:circle;
+}
+
+dt {
+    font-weight:bold;
+    margin-bottom:0em;
+    padding-bottom:0em;
+}
+
+dd {
+    margin:0em;
+    margin-left:2em;
+    padding-top:0em;
+}
+
+li p:first-child, dd p:first-child {
+    padding:0em;
+    margin-top:.3em;
+}
+
+.variablelist, .itemizedlist {margin-top:.6em;}
+
+ul li p:first-child {margin:0em;}
+
+/* Images */
+
+img {
+    display:block;
+    margin:2em 0;
+}
+
+.inlinemediaobject, .inlinemediaobject img {
+    display:inline !important;
+    margin:0em;
+}
+
+.programlisting a img, pre a img, td a img, td img {
+    display:inline;
+    margin:0 0;
+}
+
+/* Needed for Safari */
+
+pre a span img, pre span img {
+    display:inline;
+    margin:0 0;
+}
+
+span.co {
+    position:absolute;
+    left:900px
+}
+
+/* Document modes */
+
+.confidential {
+    background-color:#900;
+    color:white;
+    padding:.5em .5em;
+    font-family:serif;
+    text-transform:uppercase;
+    text-align:center
+}
+
+dt a {font-weight:normal;}
+
+.longdesc-link {display:none;}
+
+.prompt {
+    background-color:#ede7c8;
+    padding:0em .3em;
+}
+
+/* User interface styles */
+
+.screen .replaceable {color:#444;}
+
+.screen {
+    background-color:#ede7c8;
+    color:#333;
+    padding:.5em 1em;
+    margin:0em;
+}
+
+pre, code, .guibutton, .keycap, .guilabel {
+    font-size:0.9em;
+    font-family:verdana, helvetica, sans-serif;
+}
+
+.guibutton, .keycap, .guilabel {
+    font-weight:bold;
+    white-space:nowrap;
+    color:#444;
+    font-family:'Lucida Grande', Geneva, Verdana, Arial, sans-serif;
+}
+
+.guibutton, .guilabel {}
+
+.keycap {padding:.1em.4em;}
+
+.example {
+    background-color:#c8c5ac;
+    padding:5px;
+    margin-bottom:10px;
+}
+
+/* Terminal/Console text */
+
+.command, .computeroutput, .filename, .citetitle, .replaceable, .option {font-weight:bold;}
+
+.command .replaceable {color:#555;}
+
+pre {
+    display:block;
+    background-color:#f9f3b0;
+    color:#333;
+    overflow:auto;
+    padding:10px 20px;
+}
+
+code {white-space:nowrap;}
+
+/* Admonitions */
+
+/* Set basic colors and spacing */
+
+div.note {
+    background:#b5bcbd;
+    color:#4c5253;
+    border:1px solid #8a9195;
+    margin-bottom:1.5em;
+    background-repeat:no-repeat;
+    background-position:10px 10px;
+    padding:1em;
+    padding-bottom:20px;
+}
+
+div.tip {
+    background:#7e917f;
+    color:white;
+    border:1px solid #8a9195;
+    margin-bottom:1.5em;
+    background-repeat:no-repeat;
+    background-position:10px 10px;
+    padding:1em;
+    padding-bottom:20px;
+}
+
+div.important {
+    background:#4a5d75;
+    color:white;
+    border:1px solid #8a9195;
+    margin-bottom:1.5em;
+    background-repeat:no-repeat;
+    background-position:10px 10px;
+    padding:1em;
+    padding-bottom:20px;
+}
+
+div.caution {
+    background:#e3a835;
+    color:#533500;
+    border:1px solid #ab710a; 
+    margin-bottom:1.5em;
+    background-repeat:no-repeat;
+    background-position:10px 10px;
+    padding:1em;
+    padding-bottom:20px;
+}
+
+div.warning {
+    background:#7b1e1e;
+    color:white;
+    border:1px solid #65504e;
+    margin-bottom:1.5em;
+    background-repeat:no-repeat;
+    background-position:10px 10px;
+    padding:1em;
+    padding-bottom:20px;
+}
+
+/* Pre tag color settings */
+
+div.note pre {
+    background-color:#d6dee0;
+    color:#334558;
+    border:1px solid #e1e9eb;
+}
+
+div.tip pre {
+    background-color:#d5e1d5;
+    color:#334558;
+    border:1px solid #e1e9eb;
+}
+
+div.important pre {
+    background-color:#e1eef4;
+    color:#334558;
+    border:1px solid #e1e9eb;
+}
+
+div.caution pre {
+    background-color:#faf8ed;
+    color:#334558;
+    border:1px solid #e1e9eb;
+}
+
+div.warning pre {
+    background-color:#faf8ed;
+    color:#334558;
+    border:1px solid #e1e9eb;
+}
+
+/* Background images and margin */
+
+div.note, div.tip, div.important, div.caution, div.warning {margin-top:.5em;}
+
+div.note {background-image:url(../images/community/docbook/note.png);}
+div.tip {background-image:url(../images/community/docbook/tip.png);}
+div.important {background-image:url(../images/community/docbook/important.png);}
+div.caution {background-image:url(../images/community/docbook/caution.png);}
+div.warning {background-image:url(../images/community/docbook/warning.png);}
+
+div.note .replaceable, div.tip .replaceable, div.important .replaceable, div.caution .replaceable, div.warning .replaceable {color:#e3dcc0;}
+
+pre .replaceable, tt .replaceable {color:#444 !important;}
+
+div.note h2, div.tip h2, div.important h2, div.caution h2, div.warning h2 {
+    height:32px;
+    font-size:1.3em;
+}
+
+div.note h2 {color:#4c5253;}
+div.tip h2 {color:white;}
+div.important h2 {color:white;}
+div.caution h2 {color:#533500;}
+div.warning h2 {color:white;}
+
+div.note .guilabel, div.tip .guilabel, div.important .guilabel, div.caution .guilabel, div.warning .guilabel {color:white !important;}
+
+div.note li, div.tip li, div.caution li, div.warning li, div.important li {
+	padding-left:10px;
+	margin:0em;
+}
+	
+div.note ul, div.tip ul, div.caution ul, div.warning ul, div.important ul {
+	padding-left:40px;
+	margin:0em;
+}
+
+div.note pre pre a:visited, div.tip pre pre a:visited, div.important pre pre a:visited, div.caution pre pre a:visited, div.warning pre pre a:visited,
+div.note pre a:link, div.tip pre a:link, div.important pre a:link, div.caution pre a:link, div.warning pre a:link {color:#0066cc !important;}
+
+div.note a:visited, div.tip a:visited, div.important a:visited, div.warning a:visited,
+div.note a:link, div.tip a:link, div.important a:link,  div.warning a:link {color:#f7f2d0;}
+	
+div.note a:visited, div.note a:link, div.caution a:link, div.caution a:visited {color:#0066cc;}
+
+/* Admonition icons spacing */
+
+div.note h2, div.note p, div.tip h2, div.tip p, div.caution h2, div.caution p, div.warning h2, div.warning p, div.important h2, div.important p {
+    padding:0em;
+    margin:0em;
+    padding-left:56px;
+}
+
+/* Page Title */
+
+#title {
+    padding:0px;
+    margin:0px;
+}
+
+#title strong {display:none;}
+
+#title a.site_href {
+    display:block;
+    height:89px;
+    width:310px;
+    float:left;
+    background:url(../images/community/drools_logo.png) top left no-repeat;
+}
+
+#title a.doc_href {
+    display:block;
+    height:89px;
+    background:transparent url(../images/community/community_doc.png) top right no-repeat;
+}
+
+/* Table */
+
+table {
+    border:1px solid #aaa;
+    width:100%;
+    border-collapse:collapse;
+}
+
+table th {
+    text-align:left;
+    background-color:#4A5D75;
+    padding:.3em .5em;
+    color:white;
+}
+
+table td {padding:.15em .5em;}
+
+table tr.even td {background-color:#f5f5f5;}
+
+table th p:first-child, table td p:first-child, table li p:first-child {
+    margin-top:0em;
+    padding-top:0em;
+    display:inline;
+}
+
+th, td {border-style:none;}
+
+table table td {
+    border-bottom:1px dotted #aaa !important;
+    background-color:white;
+    padding:.6em 0em;
+}
+
+table table {
+    border:1px solid white !important;
+    font-size:.9em;
+}
+
+td.remarkval {
+    font-size:.9em;
+    color:#444;
+}
+
+.defaultval {font-size:.8em}
+
+td.typeval {font-size:.8em}
+
+td.fieldval {
+    font-weight:bold;
+    font-size:.9em;
+}
+
+th.dbkey {font-size:.9em;}
+
+.lbname, .lbtype, .lbdescr, .lbdriver, .lbhost {
+    color:white;
+    font-weight:bold;
+    background-color:#999;
+    font-size:0.9em;
+    width:120px;
+}
+
+td.remarkval {width:230px;}
+
+td.tname {
+    font-weight:bold;
+    font-size:1.1em;
+}
+
+h5 {font-size:9pt;}
+h6 {font-size:10pt;}
+
+th.dbfield {width:120px;}
+th.dbtype {width:70px;}
+th.dbdefault {width:70px;}
+th.dbnul {width:70px;}
+th.dbkey {width:70px;}
+
+span.book {
+    margin-top:4em;
+    display:block;
+}
+
+span.chapter {
+    display:block;
+    margin-top:0.5em;
+}
+
+/* Breadcrumbs */
+
+#breadcrumbs ul li.first:before {content:"" "";}
+
+#breadcrumbs {
+    color:#900;
+    padding:3px;
+    margin-bottom:25px;
+}
+
+#breadcrumbs ul {
+    margin-left:0;
+    padding-left:0;
+    display:inline;
+    border:none;
+}
+
+#breadcrumbs ul li {
+    margin-left:0;
+    padding-left:2px;
+    border:none;
+    list-style:none;
+    display:inline;
+}
+
+#breadcrumbs ul li:before {
+    content:""\0020 \0020 \0020 \00BB \0020"";
+    color:#333;
+}
+
+/* Status */
+
+.alpha1 {background:white url(../images/community/watermark-alpha1.png) top left repeat;}
+.alpha2 {background:white url(../images/community/watermark-alpha2.png) top left repeat;}
+.beta1 {background:white url(../images/community/watermark-beta1.png) top left repeat;}
+.beta2 {background:white url(../images/community/watermark-beta2.png) top left repeat;}
+.pre-release-candidate {background:white url(../images/community/watermark-pre-release-candidate.png) top left repeat;}
+.release-candidate {background:white url(../images/community/watermark-release-candidate.png) top left repeat;}
+
+/* Index */
+
+.glossary h3, .index h3 {
+    font-size:2em;
+    color:#aaa;
+    margin:0em;
+}
+
+.indexdiv {margin-bottom:1em;}
+
+.glossary dt, .index dt {
+    font-size:.9em;
+    color:#444;
+    padding-top:.5em;
+}
+
+.glossary dl dl dt, .index dl dl dt {
+    font-size:.85em;
+    color:#777;
+    line-height:1.2em;
+    font-weight:normal;
+    padding-top:0em;
+}
+
+.index dl dl dt:before {
+    content:""- "";
+    color:#ccc;
+}
+
+/* Changes */
+
+.footnotes {}
+
+.footnote {
+    padding:.2em 1em;
+    background-color:#c8c5ac;
+    font-size:.9em;
+    margin:0em;
+    margin-bottom:.5em;
+    color:#222;
+}
+
+table .footnote {margin:1em .5em;}
+
+sup {
+    padding:0em .3em;
+    padding-left:0em;
+}
+
+.footnote {position:relative;}
+
+.footnote sup {
+    color:#e3dcc0;
+    font-size:1.8em;
+    position:absolute;
+    left:.4em;
+}
+
+.footnote sup a:link, .footnote sup a:visited {
+    color:#92917d;
+    text-decoration:none;
+}
+
+.footnote:hover sup a {
+    color:#fff;
+    text-decoration:none;
+}
+
+.footnote p {padding-left:5em;}
+
+.footnote a:link, .footnote a:visited {color:#00537c;}
+
+.footnote a:hover {color:white;}
+
+li p:first-child {
+    margin:0em !important;
+    padding:0em !important;
+}
+
+div.chapter, div.section {padding-top:2em;}
+
+.revhistory {font-size:}
+
+pre .replaceable, pre .keycap {color:white;}
+
+pre {
+  font-family:verdana,helvetica,sans-serif;
+  background-color:#F5F5F5;
+  border:1px solid #CCCCCC;
+  padding:5px 15px 5px 25px;
+}
+
+div.note .replaceable, div.tip .replaceable, div.important .replaceable, div.caution .replaceable, div.warning .replaceable,
+div.note .keycap, div.tip .keycap, div.important .keycap, div.caution .keycap, div.warning .keycap {color:white;}
+
+div.abstract {font-size:larger;}
+
+.authorgroup {}
+
+.authorgroup h4 {
+    padding:0em;
+    margin:0em;
+    margin-top:1em;
+}
+
+.author, .editor, .translator, .othercredit {display:block;}
+
+/* Simpler author style on contents page */
+
+.authorgroup div {
+	margin-left:10px;
+	margin-right:10px;
+	margin-bottom:15px;
+}
+
+ul li p:last-child {
+    margin-bottom:0em;
+    padding-bottom:0em;
+}
diff --git a/drools-docs/docbook-style-drools/src/main/css/css/extensions.css b/drools-docs/docbook-style-drools/src/main/css/css/extensions.css
new file mode 100755
index 0000000000..fd43f3b670
--- /dev/null
+++ b/drools-docs/docbook-style-drools/src/main/css/css/extensions.css
@@ -0,0 +1,7 @@
+/* Firefox */
+
+pre {-moz-border-radius:11px;}
+
+.example {-moz-border-radius:15px;}
+
+div.note, div.tip, div.important, div.caution, div.warning {-moz-border-radius:11px;}
diff --git a/drools-docs/docbook-style-drools/src/main/css/css/jbossorg.css b/drools-docs/docbook-style-drools/src/main/css/css/jbossorg.css
new file mode 100755
index 0000000000..ce16cff0e5
--- /dev/null
+++ b/drools-docs/docbook-style-drools/src/main/css/css/jbossorg.css
@@ -0,0 +1,80 @@
+@import url(""documentation.css"");
+@import url(""docnav.css"");
+@import url(""reports.css"");
+@import url(""extensions.css"");
+@import url(""codehighlight.css"");
+
+body {
+    background-image:url(../images/community/bkg_gradient.gif);
+    background-repeat:repeat-x;
+    margin:0 auto;
+    font-family:'Lucida Grande', Geneva, Verdana, Arial, sans-serif;
+    font-size:12px;
+    max-width:55em;
+    padding:0em 2em;
+    color:#333;
+    line-height:150%;
+    text-align:justify;
+}
+
+/* Links */
+
+a:link {color:#0066cc;}
+
+a:visited {color:#6699cc;}
+
+div.longdesc-link {
+    float:right;
+    color:#999;
+}
+
+/* Headings */
+
+h1, h2, h3, h4, h5, h6 {
+    color:#4a5d75;
+    line-height:130%;
+    margin-top:0em;
+    font-family:'Lucida Grande', Geneva, Verdana, Arial, sans-serif;
+    background-color:transparent;
+}
+
+h1 {
+    background-image:url(../images/community/title_hdr.png);
+    background-repeat:no-repeat;
+    border-top:1px dotted #CCCCCC;
+    line-height:1.2em;
+    color:#182737;
+    font-size:2em;
+    padding:1.5em;
+}
+
+h2 {font-size:1.6em;}
+
+h3 {
+    font-size:1.3em;
+    padding-top:0em;
+    padding-bottom:0em;
+}
+
+h4 {
+    font-size:1.1em;
+    padding-top:0em;
+    padding-bottom:0em;
+}
+
+h5.formalpara {
+    font-size:1em;
+    margin-top:2em;
+    margin-bottom:.8em;
+}
+
+/* Element rules */
+
+hr {
+    border-collapse:collapse;
+    border-style:none;
+    border-top:1px dotted #ccc;
+    width:100% !important;
+}
+
+sup {color:#999;}
diff --git a/drools-docs/docbook-style-drools/src/main/css/css/reports.css b/drools-docs/docbook-style-drools/src/main/css/css/reports.css
new file mode 100755
index 0000000000..8dd639d4cb
--- /dev/null
+++ b/drools-docs/docbook-style-drools/src/main/css/css/reports.css
@@ -0,0 +1,231 @@
+/* Reports */
+
+.reports ul.locale {list-style:none;}
+
+.reports ul {
+    padding:0em;
+    margin:0em;
+}
+
+.reports ul.locale li {
+    font-size:small;
+    color:#000;
+    display:block;
+    border:1px solid #eee;
+    float:left;
+    padding-right:2em;
+    margin-right:1em;
+    margin-bottom:1em;
+}
+
+.reports ul.locale li a {
+    font-size:1.2em;
+    display:block;
+    padding-top:.1em;
+    padding-bottom:.5em;
+}
+
+.reports ul.locale strong {
+    display:block;
+    margin:0em;
+    padding:0em;
+    margin-bottom:-2.2em;
+}
+
+.reports ul.locale span.value {
+    display:block;
+    position:relative;
+    text-align:right;
+    margin-right:-1.5em;
+    font-size:1.0em;
+    color:#444;
+}
+
+.reports ul.locale li {
+    width:12em;
+    display:block;
+    float:left;
+    margin:0em;
+    clear:none;
+}
+
+.reports ul.locale li div.progress {
+    font-size:1em;
+    width:13.2em;
+    position:relative;
+    left:0em;
+    top:0em;
+    margin-bottom:0em;
+}
+
+.reports h2 {
+    font-size:1em;
+    margin:0em;
+}
+
+.reports li {}
+
+.reports li:hover {
+    background-color:#666;
+    border-color:#444 !important;
+    color:white !important;
+}
+
+.reports li:hover strong, .reports li:hover h2, .reports li:hover a, .reports li:hover span.value {color:white;}
+
+/* Uniform */
+
+body.results, body.reports {
+    max-width:57em !important;
+    padding:0em !important;
+}
+
+/* Progress Bar */
+
+div.progress {
+    display:block;
+    float:left;
+    width:16em;
+    background:#c00 url(../images/community/shine.png) top left repeat-x;
+    height:1em;
+}
+
+div.progress span {
+    height:1em;
+    float:left;
+}
+
+div.progress span.translated {background:#6c3 url(../images/community/shine.png) top left repeat-x;}
+div.progress span.fuzzy {background:#ff9f00 url(../images/community/shine.png) top left repeat-x;}
+
+/* Results */
+
+.results ul.locale {
+    list-style:none;
+    padding:0em;
+    margin:0em;
+}
+
+.results .pofile {
+    padding:0em !important;
+    margin:0em;
+}
+
+.results ul.locale li {
+    border-top:1px solid #eee;
+    padding:0em;
+    margin:0em;
+    padding-left:32px;
+}
+
+.results ul.locale .pofile {
+    font-size:1.2em;
+    display:block;
+    width:100%;
+    color:#444;
+    padding:0em;
+    margin:0em;
+}
+
+.results span.value {color:#888;}
+
+.results strong {font-weight:normal;}
+
+.results .home a {
+    display:block;
+    margin:0 auto;
+    width:5em;
+    background:url(../images/community/docbook/home.png) top left no-repeat;
+    padding:5px;
+    padding-left:28px;
+    font-size:1.2em;
+}
+
+.results ul.locale li:hover, .results ul.locale li:hover span.pofile, .results ul.locale li:hover strong, .results ul.locale li:hover span.value {
+    background-color:#666 !important;
+    color:white;
+}
+
+ul.locale {list-style:none;}
+
+ul.locale li.total {
+    font-size:small;
+    color:#777;
+    width:31em;
+    display:block;
+    float:left;
+    margin-right:2em;
+    clear:none !important;
+}
+
+ul.locale li {
+    clear:both;
+    font-size:small;
+    color:#777;
+    display:block;
+}
+
+ul.locale strong, span.value {
+    font-weight:normal;
+    color:#888;
+    font-size:.7em;
+}
+
+ul.locale li a {
+    font-size:1.2em;
+    display:block;
+    padding-top:.2em;
+}
+
+ul.locale li.total div.progress {
+    position:relative;
+    left:0em;
+    top:0em;
+    margin-bottom:0em;
+}
+
+ul.locale li {width:100%;}
+
+ul.locale li div.progress {
+    float:left;
+    position:relative;
+    left:30.5em;
+    top:-2em;
+    margin:0em;
+    margin-bottom:-3em;
+}
+
+li.total {padding:0em !important;}
+
+li.total {
+    float:right;
+    max-width:16em;
+    padding:.5em;
+    margin:0 auto;
+    padding-top:.5em;
+    background-color:#f7f2d0;
+    font-size:1.3em !important;
+    color:#ccc !important;
+    margin-bottom:1em;
+    min-height:9.5em;
+}
+
+li.total .value {
+    color:#444;
+    font-size:.8em;
+}
+
+li.total strong {
+    display:block;
+    color:black;
+    font-weight:bold;
+}
+
+li.total span.value {
+    position:relative;
+    display:block;
+    top:-1.25em;
+    text-align:right;
+}
+
+.pofile {position:relative;}
diff --git a/drools-docs/docbook-style-drools/src/main/images/images/community/bkg_gradient.gif b/drools-docs/docbook-style-drools/src/main/images/images/community/bkg_gradient.gif
new file mode 100755
index 0000000000..e67f720dc6
Binary files /dev/null and b/drools-docs/docbook-style-drools/src/main/images/images/community/bkg_gradient.gif differ
diff --git a/drools-docs/docbook-style-drools/src/main/images/images/community/community_doc.png b/drools-docs/docbook-style-drools/src/main/images/images/community/community_doc.png
new file mode 100755
index 0000000000..5e2d744587
Binary files /dev/null and b/drools-docs/docbook-style-drools/src/main/images/images/community/community_doc.png differ
diff --git a/drools-docs/docbook-style-drools/src/main/images/images/community/docbook/callouts/1.png b/drools-docs/docbook-style-drools/src/main/images/images/community/docbook/callouts/1.png
new file mode 100755
index 0000000000..0c28717781
Binary files /dev/null and b/drools-docs/docbook-style-drools/src/main/images/images/community/docbook/callouts/1.png differ
diff --git a/drools-docs/docbook-style-drools/src/main/images/images/community/docbook/callouts/1.svg b/drools-docs/docbook-style-drools/src/main/images/images/community/docbook/callouts/1.svg
new file mode 100755
index 0000000000..e020ca977e
--- /dev/null
+++ b/drools-docs/docbook-style-drools/src/main/images/images/community/docbook/callouts/1.svg
@@ -0,0 +1,189 @@
+<?xml version=""1.0"" encoding=""utf-8""?>
+<!-- Generator: Adobe Illustrator 12.0.1, SVG Export Plug-In  -->
+<!DOCTYPE svg PUBLIC ""-//W3C//DTD SVG 1.1//EN"" ""http://www.w3.org/Graphics/SVG/1.1/DTD/svg11.dtd"" [
+	<!ENTITY ns_flows ""http://ns.adobe.com/Flows/1.0/"">
+	<!ENTITY ns_svg ""http://www.w3.org/2000/svg"">
+	<!ENTITY ns_xlink ""http://www.w3.org/1999/xlink"">
+]>
+<svg  version=""1.1"" xmlns=""&ns_svg;"" xmlns:xlink=""&ns_xlink;"" xmlns:a=""http://ns.adobe.com/AdobeSVGViewerExtensions/3.0/""
+	 width=""17"" height=""17"" viewBox=""-0.75 -0.625 17 17"" enable-background=""new -0.75 -0.625 17 17"" xml:space=""preserve"">
+<defs>
+</defs>
+<g>
+	<defs>
+		<circle id=""XMLID_6_"" cx=""7.859"" cy=""7.859"" r=""7.484""/>
+	</defs>
+	<clipPath id=""XMLID_9_"">
+		<use xlink:href=""#XMLID_6_"" />
+	</clipPath>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#CBD2D8"" points=""0.375,11.68 5.102,15.344 0.375,15.344 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#CBD2D8"" points=""0.375,11.547 5.273,15.344 5.105,15.344 0.375,11.68 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#C9D0D5"" points=""0.375,11.414 5.445,15.344 5.273,15.344 0.375,11.547 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#C6CDD3"" points=""0.375,11.281 5.617,15.344 5.445,15.344 0.375,11.414 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#C5CCD2"" points=""0.375,11.148 5.789,15.344 5.617,15.344 0.375,11.281 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#C3C9D0"" points=""0.375,11.016 5.961,15.344 5.789,15.344 0.375,11.148 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#C1C8CE"" points=""0.375,10.883 6.129,15.344 5.961,15.344 0.375,11.016 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#BFC5CC"" points=""0.375,10.75 6.301,15.344 6.129,15.344 0.375,10.883 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#BEC4CB"" points=""0.375,10.617 6.473,15.344 6.301,15.344 0.375,10.75 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#BBC2C9"" points=""0.375,10.484 6.645,15.344 6.473,15.344 0.375,10.617 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#BAC0C8"" points=""0.375,10.352 6.812,15.344 6.645,15.344 0.375,10.484 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#B7BEC6"" points=""0.375,10.219 6.984,15.344 6.812,15.344 0.375,10.352 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#B6BDC5"" points=""0.375,10.086 7.156,15.344 6.984,15.344 0.375,10.219 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#B5BBC3"" points=""0.375,9.957 7.328,15.344 7.156,15.344 0.375,10.086 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#B3BAC2"" points=""0.375,9.824 7.5,15.344 7.328,15.344 0.375,9.957 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#B1B7C0"" points=""0.375,9.691 7.672,15.344 7.5,15.344 0.375,9.824 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#B0B6BF"" points=""0.375,9.559 7.84,15.344 7.672,15.344 0.375,9.691 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#AEB5BE"" points=""0.375,9.426 8.012,15.344 7.84,15.344 0.375,9.559 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#ADB3BC"" points=""0.375,9.293 8.184,15.344 8.012,15.344 0.375,9.426 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#ABB2BC"" points=""0.375,9.16 8.352,15.344 8.184,15.344 0.375,9.293 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#AAB0BA"" points=""0.375,9.027 8.523,15.344 8.352,15.344 0.375,9.16 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#A8AEB8"" points=""0.375,8.895 8.695,15.344 8.523,15.344 0.375,9.027 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#A6ADB7"" points=""0.375,8.762 8.867,15.344 8.695,15.344 0.375,8.895 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#A6ACB6"" points=""0.375,8.629 9.039,15.344 8.867,15.344 0.375,8.762 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#A3AAB4"" points=""0.375,8.496 9.211,15.344 9.039,15.344 0.375,8.629 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#A2A8B3"" points=""0.375,8.363 9.383,15.344 9.211,15.344 0.375,8.496 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#A0A7B1"" points=""0.375,8.23 9.551,15.344 9.383,15.344 0.375,8.363 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#9FA6B0"" points=""0.375,8.102 9.723,15.344 9.551,15.344 0.375,8.23 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#9EA4AF"" points=""0.375,7.969 9.895,15.344 9.723,15.344 0.375,8.102 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#9CA3AE"" points=""0.375,7.836 10.062,15.344 9.895,15.344 0.375,7.969 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#9BA1AD"" points=""0.375,7.703 10.234,15.344 10.062,15.344 0.375,7.836 	""/>
+	<polygon clip-path=""url(#XMLID_9_)"" fill=""#9AA0AB"" points=""0.375,7.57 10.406,15.344 10.234,15.344 0.375,7.703 	""/>
